candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
19,candidate-0019-yoshinori-ohsumi,Yoshinori Ohsumi,1945,BIOLOGIST,Japan,M,69,76.171266,https://en.wikipedia.org/?curid=37674837,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
20,candidate-0020-jeffrey-epstein,Jeffrey Epstein,1953,BUSINESSPERSON,United States,M,51,76.089002,https://en.wikipedia.org/?curid=6253522,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
21,candidate-0021-steve-ballmer,Steve Ballmer,1956,BUSINESSPERSON,United States,M,58,75.998111,https://en.wikipedia.org/?curid=29656,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
22,candidate-0022-amancio-ortega,Amancio Ortega,1936,BUSINESSPERSON,Spain,M,52,75.75531,https://en.wikipedia.org/?curid=10841489,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
23,candidate-0023-john-sulston,John Sulston,1942,BIOLOGIST,United Kingdom,M,53,75.522077,https://en.wikipedia.org/?curid=711867,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
24,candidate-0024-richard-dawkins,Richard Dawkins,1941,BIOLOGIST,Kenya,M,97,75.488359,https://en.wikipedia.org/?curid=25867,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
25,candidate-0025-luc-montagnier,Luc Montagnier,1932,BIOLOGIST,France,M,69,75.421172,https://en.wikipedia.org/?curid=837251,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
26,candidate-0026-heinrich-rohrer,Heinrich Rohrer,1933,PHYSICIST,Switzerland,M,67,75.307716,https://en.wikipedia.org/?curid=7790184,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
27,candidate-0027-peter-grünberg,Peter Grünberg,1939,PHYSICIST,Czechia,M,74,75.224967,https://en.wikipedia.org/?curid=1805003,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
28,candidate-0028-margaret-hamilton,Margaret Hamilton,1936,BUSINESSPERSON,United States,F,51,75.219189,https://en.wikipedia.org/?curid=28196618,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
29,candidate-0029-jimmy-wales,Jimmy Wales,1966,INVENTOR,United States,M,185,75.195418,https://en.wikipedia.org/?curid=3703446,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
30,candidate-0030-linda-mcmahon,Linda McMahon,1948,BUSINESSPERSON,United States,F,35,75.064109,https://en.wikipedia.org/?curid=679668,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
31,candidate-0031-tim-berners-lee,Tim Berners-Lee,1955,COMPUTER SCIENTIST,United Kingdom,M,140,75.04771,https://en.wikipedia.org/?curid=30034,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
32,candidate-0032-ernő-rubik,Ernő Rubik,1944,INVENTOR,Hungary,M,56,75.034128,https://en.wikipedia.org/?curid=335331,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
33,candidate-0033-albert-fert,Albert Fert,1938,PHYSICIST,France,M,73,74.954843,https://en.wikipedia.org/?curid=1810816,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
34,candidate-0034-neil-degrasse-tyson,Neil deGrasse Tyson,1958,ASTRONOMER,United States,M,67,74.940979,https://en.wikipedia.org/?curid=1972777,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
35,candidate-0035-tu-youyou,Tu Youyou,1930,CHEMIST,China,F,85,74.881371,https://en.wikipedia.org/?curid=33065882,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
36,candidate-0036-george-smith,George Smith,1941,BIOLOGIST,United States,M,49,74.766323,https://en.wikipedia.org/?curid=58642055,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
37,candidate-0037-riccardo-giacconi,Riccardo Giacconi,1931,ASTRONOMER,Italy,M,76,74.696887,https://en.wikipedia.org/?curid=101136,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
38,candidate-0038-robert-kiyosaki,Robert Kiyosaki,1947,BUSINESSPERSON,United States,M,55,74.537268,https://en.wikipedia.org/?curid=473309,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
39,candidate-0039-robert-coleman-richardson,Robert Coleman Richardson,1937,PHYSICIST,United States,M,65,74.474671,https://en.wikipedia.org/?curid=2206099,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
40,candidate-0040-philip-kotler,Philip Kotler,1931,BUSINESSPERSON,United States,M,43,74.417353,https://en.wikipedia.org/?curid=2758154,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
41,candidate-0041-arno-allan-penzias,Arno Allan Penzias,1933,PHYSICIST,Germany,M,78,74.185448,https://en.wikipedia.org/?curid=318516,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
42,candidate-0042-melinda-gates,Melinda Gates,1964,BUSINESSPERSON,United States,F,70,74.150231,https://en.wikipedia.org/?curid=51725,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
43,candidate-0043-roger-penrose,Roger Penrose,1931,PHYSICIST,United Kingdom,M,78,74.079303,https://en.wikipedia.org/?curid=26193,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
44,candidate-0044-ada-yonath,Ada Yonath,1939,BIOLOGIST,Israel,F,81,73.999948,https://en.wikipedia.org/?curid=38502761,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
45,candidate-0045-richard-henderson,Richard Henderson,1945,BIOLOGIST,United Kingdom,M,45,73.976231,https://en.wikipedia.org/?curid=6932525,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
46,candidate-0046-bob-kahn,Bob Kahn,1938,INVENTOR,United States,M,39,73.962289,https://en.wikipedia.org/?curid=365802,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
47,candidate-0047-valery-legasov,Valery Legasov,1936,CHEMIST,Russia,M,41,73.946203,https://en.wikipedia.org/?curid=4857289,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
