candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
17,candidate-0017-morgan-freeman,Morgan Freeman,1937,ACTOR,United States,M,108,81.12,https://en.wikipedia.org/?curid=20584,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
563,candidate-0563-brian-eno,Brian Eno,1948,MUSICIAN,United Kingdom,M,56,67.74,https://en.wikipedia.org/?curid=21222062,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2139,candidate-2139-shinya-yamanaka,Shinya Yamanaka,1962,PHYSICIAN,Japan,M,59,62.66,https://en.wikipedia.org/?curid=14373561,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1349,candidate-1349-jan-fabre,Jan Fabre,1958,PAINTER,Belgium,M,17,57.46,https://en.wikipedia.org/?curid=1105796,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2392,candidate-2392-nikola-karabatić,Nikola Karabatić,1984,HANDBALL PLAYER,Serbia,M,44,57.57,https://en.wikipedia.org/?curid=15525085,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
45,candidate-0045-svetlana-alexievich,Svetlana Alexievich,1948,WRITER,Ukraine,F,98,78.14,https://en.wikipedia.org/?curid=8207719,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2855,candidate-2855-nora-mørk,Nora Mørk,1991,HANDBALL PLAYER,Norway,F,31,49.16,https://en.wikipedia.org/?curid=29911597,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2563,candidate-2563-barbara-wagner,Barbara Wagner,1938,SKATER,Canada,F,19,54.56,https://en.wikipedia.org/?curid=4181165,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
606,candidate-0606-bono,Bono,1960,MUSICIAN,Ireland,M,74,67.39,https://en.wikipedia.org/?curid=76772,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1178,candidate-1178-eva-herzigová,Eva Herzigová,1973,MODEL,Czechia,F,39,59.60,https://en.wikipedia.org/?curid=577472,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
736,candidate-0736-charles-dutoit,Charles Dutoit,1936,CONDUCTOR,Switzerland,M,21,64.44,https://en.wikipedia.org/?curid=317537,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2806,candidate-2806-wang-hao,Wang Hao,1983,TABLE TENNIS PLAYER,China,M,28,50.16,https://en.wikipedia.org/?curid=3013019,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
