candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1548,candidate-1548-malick-sidibé,Malick Sidibé,1935,PHOTOGRAPHER,Mali,M,19,54.91,https://en.wikipedia.org/?curid=4008642,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1389,candidate-1389-richard-krajicek,Richard Krajicek,1971,TENNIS PLAYER,Netherlands,M,36,57.08,https://en.wikipedia.org/?curid=161972,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
514,candidate-0514-i̇brahim-tatlıses,İbrahim Tatlıses,1952,SINGER,Türkiye,M,28,68.08,https://en.wikipedia.org/?curid=1294827,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2458,candidate-2458-damir-skomina,Damir Skomina,1976,REFEREE,Slovenia,M,38,56.27,https://en.wikipedia.org/?curid=19001052,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
390,candidate-0390-martin-evans,Martin Evans,1941,BIOLOGIST,United Kingdom,M,54,69.06,https://en.wikipedia.org/?curid=1721040,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1304,candidate-1304-finn-bálor,Finn Bálor,1981,WRESTLER,Ireland,M,33,57.92,https://en.wikipedia.org/?curid=11223317,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
449,candidate-0449-andreas-brehme,Andreas Brehme,1960,SOCCER PLAYER,Germany,M,56,68.55,https://en.wikipedia.org/?curid=1030463,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2281,candidate-2281-satish-kumar,Satish Kumar,1936,SOCIAL ACTIVIST,India,M,15,59.57,https://en.wikipedia.org/?curid=655444,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2705,candidate-2705-melvin-manhoef,Melvin Manhoef,1976,MARTIAL ARTS,Suriname,M,15,51.75,https://en.wikipedia.org/?curid=11330258,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1244,candidate-1244-zoran-slavnić,Zoran Slavnić,1949,BASKETBALL PLAYER,Serbia,M,20,58.68,https://en.wikipedia.org/?curid=23357891,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
472,candidate-0472-susumu-tonegawa,Susumu Tonegawa,1939,BIOLOGIST,Japan,M,57,68.32,https://en.wikipedia.org/?curid=1080745,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2859,candidate-2859-dmitry-muserskiy,Dmitry Muserskiy,1988,VOLLEYBALL PLAYER,Ukraine,M,25,49.10,https://en.wikipedia.org/?curid=36702040,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
