candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
198,candidate-0198-flórián-albert,Flórián Albert,1941,SOCCER PLAYER,Hungary,M,50,72.30,https://en.wikipedia.org/?curid=1323135,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
364,candidate-0364-salvatore-garau,Salvatore Garau,1953,SCULPTOR,Italy,M,33,65.10,https://en.wikipedia.org/?curid=44409003,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
79,candidate-0079-agnetha-fältskog,Agnetha Fältskog,1950,SINGER,Sweden,F,75,76.85,https://en.wikipedia.org/?curid=212686,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
47,candidate-0047-robert-downey-jr,Robert Downey Jr.,1965,ACTOR,United States,M,97,78.36,https://en.wikipedia.org/?curid=171045,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
253,candidate-0253-luis-suárez,Luis Suárez,1987,SOCCER PLAYER,Uruguay,M,104,70.83,https://en.wikipedia.org/?curid=7819615,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
392,candidate-0392-vasily-alekseyev,Vasily Alekseyev,1942,ATHLETE,Russia,M,30,63.97,https://en.wikipedia.org/?curid=172536,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
338,candidate-0338-roger-de-vlaeminck,Roger De Vlaeminck,1947,CYCLIST,Belgium,M,28,66.54,https://en.wikipedia.org/?curid=1127526,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
205,candidate-0205-tony-scott,Tony Scott,1944,FILM DIRECTOR,United Kingdom,M,51,72.09,https://en.wikipedia.org/?curid=595323,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
220,candidate-0220-kazuo-ishiguro,Kazuo Ishiguro,1954,WRITER,Japan,M,97,71.66,https://en.wikipedia.org/?curid=83499,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
135,candidate-0135-ritchie-blackmore,Ritchie Blackmore,1945,MUSICIAN,United Kingdom,M,51,74.33,https://en.wikipedia.org/?curid=5340649,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
276,candidate-0276-piero-ferrari,Piero Ferrari,1945,BUSINESSPERSON,Italy,M,19,69.35,https://en.wikipedia.org/?curid=5876748,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
376,candidate-0376-vladimir-cosma,Vladimir Cosma,1940,COMPOSER,Romania,M,23,64.62,https://en.wikipedia.org/?curid=3893604,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
